Crop_Type,Soil_Type,Field_Size,Sowing_Date,Sowing_Day_of_Year,Sowing_Month,District,Latitude,Longitude,Avg_Temp,Tmax,Tmin,Rainfall,Cumulative_Rainfall,Relative_Humidity,WindSpeed,Solar_Radiation,Growing_Degree_Days,Season,Avg_Yield_Last_3Years,Max_Yield_Last_3Years,Min_Yield_Last_3Years,Season_Length,Irrigation_Frequency,Soil_Organic_Matter,Soil_pH,NDVI,Evapotranspiration_ET0,Actual_Yield,Soil_Sand_Percent,Soil_Clay_Percent,Soil_Silt_Percent,Elevation,Fertilizer_NPK,Crop_Cotton,Crop_Maize,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Alluvial,Soil_Black,Soil_Laterite,Soil_Loamy,Soil_Red,Soil_Sandy,Season_Kharif,Season_Rabi,District_Andhra Pradesh,District_Bihar,District_Gujarat,District_Haryana,District_Karnataka,District_Madhya Pradesh,District_Maharashtra,District_Punjab,District_Rajasthan,District_Tamil Nadu,District_Uttar Pradesh,District_West Bengal
Cotton,Black,0.77,2023-06-17,168,6,Gujarat,22.2587,71.1924,35.1,47.5,29.0,905.0,905.0,75.1,6.1,18.3,3385.2,Kharif,1.57,2.07,1.0,166,19,2.11,6.73,0.9,274.79,2.25,34.5,43.8,21.7,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Black,2.62,2023-07-22,203,7,Bihar,25.0961,85.3131,24.3,31.0,22.1,625.5,625.5,84.3,4.4,18.0,2554.1,Kharif,7.12,9.55,5.4,178,10,2.68,8.19,0.854,181.6,4.35,33.3,47.2,19.4,332,High,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Loamy,1.92,2023-10-24,297,10,Uttar Pradesh,26.8467,80.9462,16.4,23.1,9.9,554.1,554.1,61.1,5.9,16.1,1943.5,Rabi,3.64,4.67,2.59,154,17,3.09,6.87,0.838,97.95,3.1,55.5,37.2,7.2,332,Low,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Alluvial,2.03,2023-06-01,152,6,Karnataka,15.3173,75.7139,34.1,42.7,28.9,861.9,861.9,74.4,3.0,15.5,3478.7,Kharif,5.93,6.76,4.61,146,5,3.01,7.13,0.834,218.62,7.9,39.4,25.8,34.8,332,High,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,0.79,2023-11-05,309,11,West Bengal,22.9868,87.855,22.0,28.0,18.9,325.2,325.2,42.2,4.5,15.0,3025.2,Rabi,3.99,5.21,3.46,172,13,2.39,7.91,0.723,163.4,2.86,39.8,55.2,5.0,332,High,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Red,1.26,2023-07-16,197,7,Andhra Pradesh,15.9129,79.74,27.7,35.8,22.1,781.4,781.4,80.4,9.4,15.5,1604.4,Kharif,4.95,6.43,4.13,91,9,1.78,6.18,0.873,193.17,4.71,67.8,20.6,11.6,332,Low,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Sugarcane,Black,6.98,2023-06-28,179,6,Uttar Pradesh,26.8467,80.9462,28.0,33.6,25.2,1754.2,1754.2,85.0,6.2,20.6,1200.3,Kharif,96.74,116.94,62.98,123,8,3.16,6.98,0.9,248.46,73.24,29.8,35.9,34.4,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Laterite,0.75,2023-07-02,183,7,Andhra Pradesh,15.9129,79.74,29.5,35.7,27.5,1124.6,1124.6,70.0,2.8,17.4,3481.2,Kharif,4.88,5.87,4.15,176,2,1.3,6.46,0.893,253.53,2.53,54.8,29.9,15.3,332,Medium,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Black,1.61,2023-07-09,190,7,Uttar Pradesh,26.8467,80.9462,24.3,36.2,19.5,898.5,898.5,74.8,10.5,24.5,2182.8,Kharif,6.68,7.65,5.15,155,5,2.09,6.69,0.82,263.55,5.86,36.8,44.5,18.7,332,High,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Loamy,0.56,2023-07-21,202,7,Gujarat,22.2587,71.1924,32.5,38.9,25.9,816.1,816.1,82.8,4.8,20.0,3107.0,Kharif,1.37,1.69,1.15,176,20,2.98,6.65,0.851,294.44,2.31,47.2,37.2,15.6,332,High,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Rice,Laterite,2.4,2023-06-03,154,6,West Bengal,22.9868,87.855,30.9,40.7,27.2,2083.7,2083.7,80.1,3.0,16.4,2680.5,Kharif,3.91,4.44,2.65,129,9,1.45,5.18,0.9,253.18,3.93,48.1,26.6,25.3,332,Medium,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Red,0.67,2023-06-05,156,6,Madhya Pradesh,22.9734,78.6569,30.0,37.6,25.7,824.3,824.3,79.0,2.8,22.3,2244.4,Kharif,1.52,1.69,1.08,112,8,1.29,6.18,0.78,291.92,1.91,59.1,26.4,14.5,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Cotton,Red,0.67,2023-06-23,174,6,Andhra Pradesh,15.9129,79.74,36.3,42.6,29.7,1467.6,1467.6,77.8,12.0,18.1,3476.1,Kharif,1.37,1.65,1.08,165,2,1.93,6.03,0.9,275.3,1.32,52.5,17.9,29.5,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Red,3.33,2023-06-26,177,6,Maharashtra,19.7515,75.7139,28.3,36.7,23.5,1036.9,1036.9,74.3,11.6,17.4,2272.6,Kharif,2.11,2.61,1.63,123,2,2.5,6.71,0.9,228.18,1.73,69.0,17.6,13.3,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Black,0.82,2023-07-31,212,7,Karnataka,15.3173,75.7139,28.7,34.9,21.4,1464.3,1464.3,79.4,4.9,18.2,1392.8,Kharif,1.6,1.92,1.26,100,7,2.41,7.53,0.9,197.72,2.27,31.6,47.0,21.4,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Rice,Alluvial,0.49,2023-06-09,160,6,Haryana,29.0588,76.0856,23.7,38.8,10.6,1205.9,1205.9,80.4,2.2,19.5,2356.1,Kharif,4.43,5.18,3.37,170,20,2.23,6.01,0.9,225.85,3.19,44.7,27.9,27.4,543,Low,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Maize,Black,1.07,2023-07-17,198,7,Uttar Pradesh,26.8467,80.9462,22.9,30.8,20.0,665.4,665.4,86.7,4.3,15.4,1506.6,Kharif,6.23,6.95,4.32,117,3,2.09,8.19,0.844,158.55,6.42,31.1,36.9,32.1,332,Low,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Alluvial,1.93,2023-06-08,159,6,Karnataka,15.3173,75.7139,33.2,39.6,29.1,1130.0,1130.0,71.2,7.5,18.1,3786.4,Kharif,5.74,7.69,4.76,165,10,2.03,6.67,0.847,208.75,4.27,41.2,28.2,30.6,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Maize,Red,0.69,2023-07-10,191,7,Karnataka,15.3173,75.7139,24.9,36.0,17.6,787.9,787.9,88.6,5.2,21.3,1474.3,Kharif,5.6,6.22,3.9,101,8,1.23,6.04,0.887,216.63,6.46,52.8,23.6,23.6,332,Low,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Black,1.94,2023-07-08,189,7,Andhra Pradesh,15.9129,79.74,27.1,34.6,21.3,1044.9,1044.9,85.7,7.9,16.0,2111.4,Kharif,1.76,2.1,1.45,179,2,2.52,8.42,0.9,173.42,1.72,25.6,35.6,38.9,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,7.65,2023-11-26,330,11,Uttar Pradesh,26.8467,80.9462,16.9,25.8,13.6,532.7,532.7,61.1,7.1,20.9,2204.3,Rabi,4.57,5.59,3.46,170,24,1.79,7.27,0.819,135.56,4.67,36.6,18.7,44.8,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Black,2.46,2023-06-16,167,6,Karnataka,15.3173,75.7139,29.7,40.8,22.9,1457.5,1457.5,84.0,4.5,16.2,2223.7,Kharif,1.54,1.96,0.99,152,3,2.8,7.12,0.9,208.25,1.83,25.7,54.8,19.5,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Sugarcane,Black,2.56,2023-07-17,198,7,Tamil Nadu,11.1271,78.6569,29.7,39.9,24.9,1629.9,1629.9,89.6,9.1,16.4,1283.9,Kharif,115.59,153.29,99.11,110,5,2.67,8.1,0.9,249.86,67.02,39.4,57.8,2.8,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Rice,Black,0.56,2023-06-23,174,6,Uttar Pradesh,26.8467,80.9462,29.6,36.3,26.5,1107.0,1107.0,80.9,11.8,19.2,1751.2,Kharif,4.46,6.15,3.17,90,11,3.89,7.32,0.9,291.97,4.24,22.9,47.1,30.0,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Laterite,3.76,2023-10-04,277,10,Haryana,29.0588,76.0856,21.0,27.4,16.4,494.2,494.2,58.8,8.6,20.9,1935.6,Rabi,3.62,4.37,2.55,111,11,1.08,5.51,0.736,183.67,2.5,47.5,36.0,16.6,543,Medium,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Sugarcane,Black,1.65,2023-06-13,164,6,Maharashtra,19.7515,75.7139,24.9,34.0,17.6,1352.9,1352.9,84.8,2.9,16.9,857.3,Kharif,81.74,105.93,61.83,127,7,3.64,8.29,0.9,171.46,73.3,21.7,41.0,37.2,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Maize,Red,1.48,2023-06-20,171,6,Andhra Pradesh,15.9129,79.74,26.5,30.2,20.8,926.3,926.3,74.7,4.8,23.3,2193.2,Kharif,5.81,7.75,4.46,134,9,1.37,6.21,0.81,224.13,7.96,61.1,27.7,11.2,332,Low,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Sugarcane,Alluvial,1.46,2023-06-15,166,6,Maharashtra,19.7515,75.7139,28.5,37.1,20.6,1285.5,1285.5,72.8,5.4,22.0,1910.8,Kharif,95.52,113.2,60.5,178,5,1.94,7.81,0.865,289.44,131.1,53.9,18.5,27.6,332,High,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Black,2.16,2023-06-13,164,6,Karnataka,15.3173,75.7139,28.2,35.0,19.8,1044.8,1044.8,79.5,11.8,21.6,1841.2,Kharif,1.83,2.23,1.51,138,5,2.09,8.11,0.852,207.42,0.81,24.4,50.2,25.4,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Red,0.86,2023-07-07,188,7,Gujarat,22.2587,71.1924,28.1,38.9,22.7,1037.3,1037.3,83.5,4.6,23.6,1789.0,Kharif,1.77,2.0,1.21,138,10,2.17,5.93,0.874,264.43,1.52,54.4,28.1,17.5,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,3.34,2023-10-16,289,10,West Bengal,22.9868,87.855,19.2,23.5,16.2,219.7,219.7,68.0,4.4,17.3,1919.0,Rabi,4.03,4.72,2.81,131,24,2.46,6.95,0.842,144.24,2.71,37.5,20.3,42.2,332,Low,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Loamy,6.79,2023-07-04,185,7,Gujarat,22.2587,71.1924,26.1,34.7,17.1,1457.9,1457.9,72.7,8.4,20.1,1025.1,Kharif,1.26,1.64,0.77,95,15,2.77,6.2,0.9,198.18,1.01,40.0,37.4,22.6,332,Low,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Alluvial,1.68,2023-06-14,165,6,Karnataka,15.3173,75.7139,31.9,38.3,23.2,1026.9,1026.9,84.9,8.8,18.2,3318.5,Kharif,5.83,8.08,3.94,149,5,3.34,7.21,0.9,232.08,4.28,53.8,27.5,18.7,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Soybean,Red,1.03,2023-06-24,175,6,Maharashtra,19.7515,75.7139,31.6,37.2,26.5,831.3,831.3,80.7,9.8,15.4,3839.6,Kharif,2.07,2.71,1.29,177,8,1.54,6.12,0.774,196.06,1.36,65.0,17.3,17.7,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Black,0.51,2023-06-26,177,6,Tamil Nadu,11.1271,78.6569,32.7,43.4,23.8,1291.8,1291.8,89.1,2.7,17.4,2567.1,Kharif,111.28,133.05,83.1,171,5,2.58,6.58,0.9,199.29,47.87,27.0,43.7,29.2,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Maize,Alluvial,0.86,2023-07-12,193,7,Uttar Pradesh,26.8467,80.9462,24.3,31.8,20.7,963.4,963.4,88.0,10.2,19.7,2292.7,Kharif,6.93,7.85,4.73,159,7,1.69,7.22,0.9,188.23,5.14,32.8,24.7,42.5,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Alluvial,1.47,2023-07-07,188,7,Haryana,29.0588,76.0856,34.6,42.9,22.6,1618.1,1618.1,83.2,4.4,23.7,3824.7,Kharif,4.12,5.21,3.66,158,18,3.36,6.78,0.9,333.39,4.24,57.6,15.8,26.6,543,High,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Rice,Sandy,3.14,2023-07-15,196,7,Bihar,25.0961,85.3131,25.5,31.1,22.5,2040.0,2040.0,71.0,10.6,23.8,1927.4,Kharif,3.56,4.67,2.93,123,5,1.18,7.32,0.9,247.47,3.88,74.4,7.1,18.6,332,Medium,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Cotton,Loamy,1.66,2023-06-18,169,6,Karnataka,15.3173,75.7139,28.6,32.2,22.3,807.6,807.6,74.0,2.2,22.9,2178.5,Kharif,1.76,2.01,1.18,161,10,3.08,6.99,0.821,269.23,1.46,44.8,38.2,17.1,332,High,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,8.24,2023-11-15,319,11,Haryana,29.0588,76.0856,18.3,26.6,13.3,225.8,225.8,52.1,11.2,21.5,1500.8,Rabi,5.18,5.82,4.04,107,22,3.5,8.47,0.874,172.87,3.68,29.3,44.0,26.6,543,High,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Sugarcane,Loamy,0.99,2023-07-10,191,7,Uttar Pradesh,26.8467,80.9462,28.3,36.9,22.4,1639.1,1639.1,86.4,9.5,17.7,1163.8,Kharif,68.54,76.24,47.5,113,9,3.39,7.08,0.9,193.26,79.97,55.2,23.1,21.7,332,Low,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Alluvial,1.93,2023-06-05,156,6,Andhra Pradesh,15.9129,79.74,26.4,34.0,19.9,627.6,627.6,77.0,6.1,23.1,1915.7,Kharif,6.94,9.15,4.79,122,4,3.07,7.14,0.88,214.45,3.45,44.6,23.6,31.8,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Alluvial,1.06,2023-07-13,194,7,Uttar Pradesh,26.8467,80.9462,25.5,35.2,20.3,858.0,858.0,86.5,5.1,24.7,1855.6,Kharif,7.84,10.81,6.07,120,2,3.11,7.2,0.88,228.95,6.33,47.9,35.0,17.1,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Alluvial,3.66,2023-07-27,208,7,Karnataka,15.3173,75.7139,27.4,32.2,18.9,712.0,712.0,71.7,5.7,18.6,2468.4,Kharif,6.34,7.95,4.32,140,10,2.73,7.47,0.9,204.53,3.01,53.1,23.0,24.0,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Sugarcane,Black,6.46,2023-07-08,189,7,Uttar Pradesh,26.8467,80.9462,23.9,31.6,19.9,1847.7,1847.7,83.2,2.6,20.6,666.2,Kharif,101.3,117.71,83.08,108,4,3.06,8.36,0.9,222.78,36.35,23.4,54.8,21.8,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Alluvial,1.3,2023-11-06,310,11,West Bengal,22.9868,87.855,21.0,24.4,16.3,320.6,320.6,41.7,5.0,22.2,2480.5,Rabi,4.16,5.63,3.25,146,16,2.97,7.68,0.808,202.13,3.91,30.9,19.1,50.0,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Alluvial,0.69,2023-07-20,201,7,Andhra Pradesh,15.9129,79.74,27.2,34.5,21.7,870.2,870.2,83.4,3.5,22.7,2466.4,Kharif,7.77,9.23,5.77,145,6,3.21,6.26,0.9,228.17,4.53,40.2,25.2,34.6,332,High,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Red,1.31,2023-06-23,174,6,Bihar,25.0961,85.3131,26.4,36.1,22.8,767.4,767.4,87.9,4.7,21.2,2370.8,Kharif,6.65,7.55,4.38,139,3,2.34,5.76,0.821,278.05,6.8,62.3,28.7,9.0,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Maize,Red,0.64,2023-06-01,152,6,Uttar Pradesh,26.8467,80.9462,29.4,36.8,22.3,877.9,877.9,83.1,3.8,20.6,2716.8,Kharif,5.41,7.02,4.59,139,6,1.23,6.92,0.88,213.29,6.53,60.2,22.5,17.3,332,High,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Loamy,2.01,2023-07-04,185,7,Bihar,25.0961,85.3131,26.1,29.4,21.5,1180.6,1180.6,81.3,5.0,15.3,1616.8,Kharif,5.57,6.91,3.75,99,10,2.32,6.48,0.879,137.79,7.17,41.0,20.7,38.3,332,Medium,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Rice,Black,16.36,2023-07-13,194,7,Haryana,29.0588,76.0856,24.5,33.1,17.7,2234.3,2234.3,86.4,11.9,20.2,1664.6,Kharif,4.8,5.68,3.95,110,8,2.3,8.41,0.9,177.53,5.73,28.8,46.5,24.7,543,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Maize,Loamy,0.86,2023-07-15,196,7,Uttar Pradesh,26.8467,80.9462,26.4,32.7,21.6,924.6,924.6,73.0,3.2,17.8,2448.5,Kharif,5.89,7.8,4.57,151,3,2.18,6.66,0.826,185.03,6.43,56.8,23.2,20.0,332,Medium,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Laterite,2.81,2023-07-11,192,7,Andhra Pradesh,15.9129,79.74,33.9,39.7,27.8,1010.9,1010.9,73.1,7.3,18.3,2396.5,Kharif,4.18,4.75,3.05,99,9,0.77,6.5,0.838,203.14,2.57,40.5,29.0,30.5,332,High,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Loamy,1.33,2023-06-23,174,6,Uttar Pradesh,26.8467,80.9462,28.4,35.8,23.3,637.1,637.1,89.1,11.1,17.0,2767.9,Kharif,4.2,5.21,2.82,151,9,2.35,6.21,0.846,172.89,5.88,44.7,21.0,34.3,332,Medium,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Red,0.32,2023-06-03,154,6,Karnataka,15.3173,75.7139,26.1,38.9,15.2,1240.3,1240.3,88.9,9.8,17.9,1060.2,Kharif,1.34,1.54,1.0,97,10,2.21,6.17,0.9,225.37,1.32,64.5,16.7,18.8,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Sugarcane,Alluvial,0.63,2023-06-30,181,6,Karnataka,15.3173,75.7139,30.9,37.8,28.9,1305.9,1305.9,72.4,6.0,24.6,1316.9,Kharif,118.47,158.33,88.23,103,4,3.48,6.39,0.9,312.85,80.27,48.2,20.6,31.1,332,Medium,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Maize,Alluvial,5.65,2023-07-02,183,7,Bihar,25.0961,85.3131,27.2,33.6,22.6,1177.2,1177.2,89.4,2.2,22.9,1626.6,Kharif,5.45,7.48,4.13,94,8,3.15,7.1,0.9,228.22,8.15,35.2,22.6,42.2,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,0.7,2023-10-19,292,10,West Bengal,22.9868,87.855,18.0,25.9,13.7,471.7,471.7,62.7,10.4,16.9,1270.4,Rabi,4.27,5.04,3.53,91,16,1.99,7.38,0.722,159.78,5.13,54.0,22.8,23.1,332,Low,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Sugarcane,Black,1.2,2023-06-05,156,6,Maharashtra,19.7515,75.7139,29.0,38.7,19.8,1646.4,1646.4,89.5,10.2,22.1,1423.2,Kharif,103.21,136.29,82.53,127,4,3.48,8.46,0.9,281.79,110.9,22.5,52.5,25.0,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Sandy,0.72,2023-06-08,159,6,West Bengal,22.9868,87.855,24.8,31.1,16.1,2161.5,2161.5,72.0,4.7,24.0,1565.9,Kharif,3.46,4.56,2.74,106,11,1.47,6.71,0.9,222.86,1.78,81.6,7.4,11.0,332,Low,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Red,5.15,2023-07-24,205,7,Karnataka,15.3173,75.7139,28.1,35.4,21.6,1088.3,1088.3,88.3,9.5,15.3,2327.4,Kharif,4.59,5.73,3.07,130,7,1.8,6.6,0.867,160.4,3.3,63.5,23.5,13.0,332,High,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
